learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
0.005,16,he_uniform,0.26832641770401094,0.4525745257452575,0.4069767441860465,0.30050505050505055,0.4979253112033195,0.5182926829268293,0.5038759689922481,0.3484848484848485,"[246, 129, 66, 23]"
0.001,64,glorot_uniform,0.2793914246196402,0.43849206349206354,0.5964912280701754,0.27011494252873564,0.5088174273858921,0.5224867724867724,0.6453634085213034,0.3448275862068966,"[252, 133, 87, 30]"
0.0001,32,he_uniform,0.2378976486860302,0.42666666666666675,0.45098039215686264,0.2641025641025641,0.45816044260027666,0.5222222222222223,0.542016806722689,0.35384615384615387,"[225, 119, 65, 23]"
0.001,32,glorot_uniform,0.2932226832641768,0.41123188405797106,0.5404411764705882,0.3134920634920635,0.5617219917012447,0.4891304347826087,0.6053921568627452,0.38095238095238093,"[276, 136, 84, 32]"
0.001,16,glorot_uniform,0.2697095435684644,0.45638020833333337,0.49154589371980684,0.2777777777777778,0.5174619640387276,0.5364583333333333,0.5748792270531402,0.2962962962962963,"[256, 138, 81, 24]"
0.001,16,he_uniform,0.27040110650069127,0.4903846153846155,0.48545861297539156,0.30284552845528456,0.524896265560166,0.5692307692307692,0.5436241610738255,0.3475609756097561,"[260, 149, 82, 29]"
0.001,64,he_uniform,0.2697095435684645,0.4349593495934959,0.5498687664041995,0.3458333333333333,0.49913554633471646,0.513550135501355,0.620734908136483,0.4125,"[246, 127, 80, 33]"
0.005,32,he_uniform,0.28838174273858913,0.44154228855721395,0.519406392694064,0.2926356589147287,0.5458160442600276,0.5373134328358209,0.5856164383561644,0.3294573643410853,"[268, 146, 86, 29]"
0.005,16,glorot_uniform,0.2690179806362378,0.4782312925170068,0.47961630695443636,0.2631578947368421,0.4960235131396957,0.563265306122449,0.5419664268585133,0.3026315789473684,"[245, 139, 76, 23]"
0.0001,16,he_uniform,0.26832641770401094,0.4442257217847769,0.5502450980392157,0.36904761904761907,0.5157330567081605,0.5275590551181102,0.6127450980392157,0.40476190476190477,"[254, 136, 84, 34]"
0.0001,32,glorot_uniform,0.24965421853388625,0.4540466392318243,0.5130208333333333,0.2807017543859649,0.491701244813278,0.5185185185185185,0.59375,0.3026315789473684,"[243, 128, 76, 23]"
0.005,64,glorot_uniform,0.2835408022130012,0.41098484848484845,0.504830917874396,0.25,0.5333679114799448,0.5151515151515151,0.5434782608695652,0.3157894736842105,"[264, 138, 76, 24]"
0.0001,16,glorot_uniform,0.2489626556016595,0.4495159059474412,0.4947089947089947,0.3427230046948357,0.48616874135546334,0.5186721991701245,0.5595238095238095,0.3990610328638498,"[241, 126, 71, 29]"
0.005,32,glorot_uniform,0.27662517289073296,0.39559014267185477,0.4453125,0.2878787878787879,0.5228215767634855,0.490272373540856,0.515625,0.32323232323232326,"[257, 128, 66, 22]"
0.0001,64,he_uniform,0.23236514522821575,0.39517345399698345,0.4423076923076923,0.2561728395061728,0.44484785615491007,0.4683257918552036,0.5144230769230769,0.2962962962962963,"[221, 104, 54, 16]"
0.005,64,he_uniform,0.28284923928077416,0.41795865633074936,0.549618320610687,0.3333333333333333,0.5233402489626556,0.5,0.6361323155216285,0.40476190476190477,"[258, 131, 84, 34]"
0.001,32,he_uniform,0.2731673582295986,0.4342818428184282,0.5261194029850746,0.2616033755274262,0.49706085753803597,0.5426829268292683,0.585820895522388,0.34177215189873417,"[246, 134, 79, 27]"
0.0001,64,glorot_uniform,0.2648686030428766,0.38132295719844367,0.4621848739495798,0.20698924731182794,0.5240318118948825,0.46303501945525294,0.5112044817927172,0.24193548387096775,"[257, 119, 62, 15]"
