#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
28,64,128,4,4,2,0.1,1e-05,0.0001,0.5583160800552106,0.7426160337552743,0.6997503121098623,0.4820402298850571,0.6338854382332644,0.8438818565400843,0.8526841448189763,0.7155172413793104,"[316, 267, 232, 167]",0.5937057244928635
26,64,256,3,3,2,0.0,0.0001,0.0001,0.5293305728088337,0.7313131313131315,0.7533577533577532,0.5611111111111108,0.6621808143547273,0.8229797979797979,0.86996336996337,0.8,"[330, 273, 240, 194]",0.588349475366436
19,128,128,4,4,4,0.0,0.0001,0.0001,0.5217391304347825,0.7369477911646586,0.812121212121212,0.6093951093951094,0.6683919944789509,0.8207831325301205,0.9296969696969698,0.832046332046332,"[332, 275, 259, 216]",0.5860299771830524
30,64,256,4,4,4,0.1,0.0001,0.0001,0.5334713595583161,0.7367075664621677,0.7506127450980391,0.5384087791495193,0.6497584541062803,0.829243353783231,0.8786764705882354,0.7860082304526749,"[326, 272, 243, 192]",0.5859005949538112
23,128,256,4,4,2,0.0,1e-05,0.001,0.5169082125603865,0.6964285714285712,0.7702205882352943,0.6104252400548698,0.6759834368530021,0.8040674603174602,0.878063725490196,0.8106995884773662,"[336, 272, 243, 198]",0.5858392759073169
29,64,256,4,3,4,0.1,0.0001,0.0001,0.5383022774327124,0.7817708333333333,0.7272159800249689,0.5205761316872425,0.6418219461697722,0.8255208333333333,0.8976279650436954,0.7510288065843621,"[320, 267, 243, 184]",0.5855217754531256
20,128,256,3,3,4,0.1,0.0001,0.001,0.5169082125603865,0.7645582329317266,0.7815476190476189,0.5836627140974968,0.6654589371980677,0.8358433734939759,0.8928571428571429,0.849802371541502,"[332, 280, 253, 216]",0.5818517367125087
23,64,256,4,4,4,0.0,0.0001,0.0001,0.5175983436853,0.7414141414141416,0.7779805352798053,0.5542168674698794,0.6611456176673569,0.8257575757575758,0.8941605839416059,0.785140562248996,"[330, 274, 249, 197]",0.5806313972488495
24,64,256,4,4,2,0.1,1e-05,0.0001,0.5348516218081436,0.7266035751840166,0.7462962962962959,0.4951185495118547,0.6347481021394065,0.8454258675078864,0.8796296296296298,0.7280334728033473,"[317, 270, 239, 175]",0.5805337414462782
11,128,256,4,4,2,0.1,1e-05,0.0001,0.5341614906832295,0.7398119122257054,0.7273853779429987,0.5165229885057468,0.6347481021394066,0.8406478578892371,0.8537794299876084,0.7650862068965517,"[319, 269, 232, 178]",0.5801269739405467
14,128,128,4,3,2,0.1,1e-05,0.0001,0.5307108350586611,0.7447589098532496,0.727390180878553,0.4716157205240173,0.6387163561076603,0.8055555555555555,0.8779069767441862,0.7205240174672489,"[318, 258, 229, 166]",0.5797260287362536
20,64,128,4,3,2,0.1,1e-05,0.001,0.5182884748102139,0.7075569358178055,0.7352201257861636,0.6096866096866094,0.6457902001380261,0.8136645962732919,0.8716981132075473,0.8205128205128205,"[322, 265, 234, 193]",0.5750566951873812
16,64,256,4,4,4,0.0,1e-05,0.001,0.5037957211870258,0.7166666666666666,0.7912218268090153,0.5953333333333334,0.6658040027605244,0.8464646464646464,0.8760379596678529,0.81,"[330, 281, 250, 203]",0.5735794919783838
25,64,128,3,4,2,0.0,0.0001,0.0001,0.5120772946859902,0.7402263374485597,0.815151515151515,0.563802083333333,0.6495859213250518,0.8436213991769547,0.9187878787878788,0.802734375,"[324, 275, 256, 207]",0.5726930089091797
26,64,128,3,3,4,0.1,0.0001,0.0001,0.5300207039337472,0.7189859762675296,0.7295081967213113,0.4675925925925923,0.6212905452035886,0.7874865156418553,0.8709016393442625,0.7314814814814815,"[309, 244, 216, 159]",0.5720379304257227
20,64,128,4,4,2,0.0,0.0001,0.001,0.4962042788129744,0.7232232232232229,0.795138888888889,0.6463104325699747,0.6716701173222912,0.8613613613613614,0.8969907407407409,0.8282442748091603,"[333, 288, 262, 219]",0.5707558745513103
25,64,128,4,4,4,0.1,1e-05,0.0001,0.5238095238095237,0.7417465388711394,0.7611749680715196,0.439393939393939,0.625431331953071,0.829073482428115,0.8742017879948915,0.7012987012987013,"[313, 261, 231, 162]",0.5701274654885222
17,128,256,3,4,2,0.1,0.0001,0.001,0.512767425810904,0.7614583333333335,0.799404761904762,0.5938697318007664,0.6414768806073153,0.8703125,0.925,0.8026819923371648,"[320, 280, 261, 211]",0.5699459758340631
17,128,256,3,3,2,0.1,0.0001,0.001,0.5113871635610767,0.7570977917981074,0.7864197530864196,0.5698478561549102,0.6409592822636301,0.8470031545741324,0.8808641975308642,0.8236514522821576,"[317, 270, 241, 201]",0.5688885499713728
26,64,128,4,4,4,0.1,0.0001,0.0001,0.5238095238095238,0.7491961414790996,0.7410256410256411,0.4826086956521735,0.6207729468599034,0.8317256162915325,0.8730769230769231,0.7282608695652174,"[311, 260, 230, 169]",0.5681841021002915
14,64,128,3,3,4,0.0,1e-05,0.001,0.4913733609385782,0.7430139720558881,0.8002406738868829,0.6223544973544975,0.6706349206349207,0.8238522954091815,0.8989169675090254,0.8055555555555556,"[334, 277, 252, 204]",0.5671769128339283
14,64,128,4,3,2,0.0,0.0001,0.001,0.4886128364389235,0.7338383838383838,0.8066914498141262,0.602,0.6654589371980677,0.8108585858585858,0.9144981412639404,0.7826666666666667,"[330, 269, 250, 198]",0.5634862341590455
20,64,128,3,4,2,0.1,1e-05,0.001,0.5044858523119393,0.7361546499477531,0.7925925925925925,0.5477150537634405,0.6380262249827467,0.8432601880877743,0.908641975308642,0.780241935483871,"[319, 270, 248, 195]",0.5634517311535945
19,128,256,4,3,4,0.0,0.0001,0.001,0.5010351966873707,0.7471264367816093,0.7863247863247863,0.5929614873837982,0.6383712905452036,0.8495297805642633,0.9072039072039072,0.8067729083665338,"[319, 273, 251, 203]",0.5614264772087436
16,64,128,4,3,4,0.1,1e-05,0.001,0.499654934437543,0.7302839116719242,0.7698717948717948,0.5815295815295812,0.638888888888889,0.8144058885383806,0.8807692307692306,0.8326118326118326,"[317, 260, 231, 194]",0.5607583640618948
14,128,128,4,3,2,0.0,1e-05,0.001,0.5010351966873704,0.6922257720979765,0.7777777777777779,0.5837004405286341,0.6278467908902692,0.7939297124600638,0.8915343915343915,0.8149779735682819,"[313, 252, 227, 185]",0.5573183801758647
18,64,256,4,4,4,0.1,1e-05,0.001,0.4913733609385785,0.7613756613756613,0.7503144654088052,0.5858585858585856,0.6302622498274671,0.834920634920635,0.8603773584905662,0.8138528138528138,"[315, 265, 231, 190]",0.5522187009717356
11,64,128,3,3,2,0.1,0.0001,0.001,0.5010351966873707,0.7497285559174809,0.7743589743589743,0.5261299435028247,0.6142167011732229,0.8441910966340933,0.8980769230769232,0.7690677966101694,"[307, 260, 236, 183]",0.5518828280343563
18,128,128,3,3,2,0.0,0.0001,0.001,0.4824016563146996,0.7315680166147456,0.7875457875457876,0.5819783197831978,0.6430296756383712,0.8468328141225336,0.8943833943833943,0.766260162601626,"[321, 273, 246, 192]",0.5512527895400539
16,128,256,4,4,4,0.0,0.0001,0.001,0.4755003450655626,0.7041666666666666,0.81203007518797,0.621951219512195,0.6414768806073154,0.82734375,0.9147869674185464,0.7926829268292683,"[320, 266, 246, 196]",0.5461570228463891
12,64,128,4,3,4,0.0,1e-05,0.001,0.4768806073153898,0.6973544973544973,0.7665343915343914,0.5863095238095235,0.6326777087646652,0.794973544973545,0.8736772486772486,0.7767857142857143,"[315, 252, 224, 175]",0.5438411404215625
10,128,128,3,3,2,0.1,1e-05,0.001,0.4824016563146996,0.724212812160695,0.753652058432935,0.5330261136712746,0.6157694962042789,0.8067318132464711,0.8492695883134129,0.7603686635944701,"[307, 251, 217, 166]",0.5409871206244032
16,128,256,4,4,2,0.1,1e-05,0.001,0.4837819185645273,0.7191256830601095,0.7621870882740447,0.5090497737556557,0.6124913733609385,0.8232240437158469,0.8570487483530963,0.7239819004524887,"[305, 253, 221, 161]",0.5405809917859841
16,128,256,3,4,2,0.1,1e-05,0.001,0.4893029675638373,0.70265780730897,0.737997256515775,0.5532407407407405,0.6012767425810904,0.8028792912513842,0.8751714677640603,0.7662037037037037,"[301, 243, 216, 167]",0.539541478234448
17,64,128,4,4,2,0.1,1e-05,0.001,0.4672187715665974,0.7249190938511327,0.7834645669291339,0.5665236051502144,0.6200828157349897,0.8160733549083063,0.9009186351706036,0.7489270386266095,"[309, 254, 233, 176]",0.5329051935926219
12,128,128,3,3,2,0.1,0.0001,0.001,0.4692891649413387,0.6952861952861956,0.7602459016393441,0.5960317460317458,0.5943754313319531,0.8136924803591469,0.8490437158469945,0.8261904761904761,"[297, 244, 210, 174]",0.524477266252364
15,128,128,3,4,2,0.1,1e-05,0.001,0.4582470669427189,0.6473922902494329,0.7911208151382823,0.4950980392156859,0.5914423740510696,0.7672902494331065,0.8879184861717612,0.6821895424836603,"[294, 229, 204, 140]",0.5163941306639187
